block_id,display_name,category,material,variant,shape,render_bucket,alpha_mode,needs_sorting,occludes,occlusion_mode,mesh_profile,collision_kind,aabb_min,aabb_max,attach_faces,requires_support,double_sided,tex_layers,state_params,hardness_class,sound_class,flammable,requires_water,tint_mode,growth_rule_id,growth_params_json,mesh_notes,tags,display_name_zh,display_name_bi,category_zh,material_zh,variant_zh
saline_soil_moist_pile,saline_soil moist pile,geology:soil_sediment,saline_soil,moist,pile,CUTOUT,CUTOUT,False,False,none,PILE_LOW,pile,"0,0,0","1,0.25,1",top,True,False,6 (block) / 1 (layer/pile),,soft,soil,False,False,,NONE,,Low mound mesh; collision 0.25 height; blends edges,geology:soil_sediment;MOIST;shape:pile,盐渍土moistpile,saline_soil moist pile / 盐渍土moistpile,地质/土sediment,盐渍土,
saline_soil_rich_block,saline_soil rich block,geology:soil_sediment,saline_soil,rich,block,OPAQUE,OPAQUE,False,True,full,CUBE,full,"0,0,0","1,1,1",,False,False,6 (block) / 1 (layer/pile),,soft,soil,False,False,,NONE,,Axis-aligned cube; face culling; collision = full cube,geology:soil_sediment;RICH;shape:block,盐渍土rich块,saline_soil rich block / 盐渍土rich块,地质/土sediment,盐渍土,
saline_soil_rich_layer,saline_soil rich layer,geology:soil_sediment,saline_soil,rich,layer,CUTOUT,CUTOUT,False,False,none,LAYERED_1_8,layered,"0,0,0","1,(layers/8),1",top,True,False,6 (block) / 1 (layer/pile),layers(1-8),soft,soil,False,False,,NONE,,Layered mesh: 1–8 layers; height = n/8; like snow,geology:soil_sediment;RICH;shape:layer,盐渍土richlayer,saline_soil rich layer / 盐渍土richlayer,地质/土sediment,盐渍土,
saline_soil_rich_pile,saline_soil rich pile,geology:soil_sediment,saline_soil,rich,pile,CUTOUT,CUTOUT,False,False,none,PILE_LOW,pile,"0,0,0","1,0.25,1",top,True,False,6 (block) / 1 (layer/pile),,soft,soil,False,False,,NONE,,Low mound mesh; collision 0.25 height; blends edges,geology:soil_sediment;RICH;shape:pile,盐渍土richpile,saline_soil rich pile / 盐渍土richpile,地质/土sediment,盐渍土,
saline_soil_compacted_block,saline_soil compacted block,geology:soil_sediment,saline_soil,compacted,block,OPAQUE,OPAQUE,False,True,full,CUBE,full,"0,0,0","1,1,1",,False,False,6 (block) / 1 (layer/pile),,soft,soil,False,False,,NONE,,Axis-aligned cube; face culling; collision = full cube,geology:soil_sediment;COMPACTED;shape:block,盐渍土compacted块,saline_soil compacted block / 盐渍土compacted块,地质/土sediment,盐渍土,
saline_soil_compacted_layer,saline_soil compacted layer,geology:soil_sediment,saline_soil,compacted,layer,CUTOUT,CUTOUT,False,False,none,LAYERED_1_8,layered,"0,0,0","1,(layers/8),1",top,True,False,6 (block) / 1 (layer/pile),layers(1-8),soft,soil,False,False,,NONE,,Layered mesh: 1–8 layers; height = n/8; like snow,geology:soil_sediment;COMPACTED;shape:layer,盐渍土compactedlayer,saline_soil compacted layer / 盐渍土compactedlayer,地质/土sediment,盐渍土,
saline_soil_compacted_pile,saline_soil compacted pile,geology:soil_sediment,saline_soil,compacted,pile,CUTOUT,CUTOUT,False,False,none,PILE_LOW,pile,"0,0,0","1,0.25,1",top,True,False,6 (block) / 1 (layer/pile),,soft,soil,False,False,,NONE,,Low mound mesh; collision 0.25 height; blends edges,geology:soil_sediment;COMPACTED;shape:pile,盐渍土compactedpile,saline_soil compacted pile / 盐渍土compactedpile,地质/土sediment,盐渍土,
volcanic_ash_soil_dry_block,volcanic_ash_soil dry block,geology:soil_sediment,volcanic_ash_soil,dry,block,OPAQUE,OPAQUE,False,True,full,CUBE,full,"0,0,0","1,1,1",,False,False,6 (block) / 1 (layer/pile),,soft,soil,False,False,,NONE,,Axis-aligned cube; face culling; collision = full cube,geology:soil_sediment;DRY;shape:block,volcanicash土干块,volcanic_ash_soil dry block / volcanicash土干块,地质/土sediment,volcanicash土,干
volcanic_ash_soil_dry_layer,volcanic_ash_soil dry layer,geology:soil_sediment,volcanic_ash_soil,dry,layer,CUTOUT,CUTOUT,False,False,none,LAYERED_1_8,layered,"0,0,0","1,(layers/8),1",top,True,False,6 (block) / 1 (layer/pile),layers(1-8),soft,soil,False,False,,NONE,,Layered mesh: 1–8 layers; height = n/8; like snow,geology:soil_sediment;DRY;shape:layer,volcanicash土干layer,volcanic_ash_soil dry layer / volcanicash土干layer,地质/土sediment,volcanicash土,干
volcanic_ash_soil_dry_pile,volcanic_ash_soil dry pile,geology:soil_sediment,volcanic_ash_soil,dry,pile,CUTOUT,CUTOUT,False,False,none,PILE_LOW,pile,"0,0,0","1,0.25,1",top,True,False,6 (block) / 1 (layer/pile),,soft,soil,False,False,,NONE,,Low mound mesh; collision 0.25 height; blends edges,geology:soil_sediment;DRY;shape:pile,volcanicash土干pile,volcanic_ash_soil dry pile / volcanicash土干pile,地质/土sediment,volcanicash土,干
volcanic_ash_soil_moist_block,volcanic_ash_soil moist block,geology:soil_sediment,volcanic_ash_soil,moist,block,OPAQUE,OPAQUE,False,True,full,CUBE,full,"0,0,0","1,1,1",,False,False,6 (block) / 1 (layer/pile),,soft,soil,False,False,,NONE,,Axis-aligned cube; face culling; collision = full cube,geology:soil_sediment;MOIST;shape:block,volcanicash土moist块,volcanic_ash_soil moist block / volcanicash土moist块,地质/土sediment,volcanicash土,
volcanic_ash_soil_moist_layer,volcanic_ash_soil moist layer,geology:soil_sediment,volcanic_ash_soil,moist,layer,CUTOUT,CUTOUT,False,False,none,LAYERED_1_8,layered,"0,0,0","1,(layers/8),1",top,True,False,6 (block) / 1 (layer/pile),layers(1-8),soft,soil,False,False,,NONE,,Layered mesh: 1–8 layers; height = n/8; like snow,geology:soil_sediment;MOIST;shape:layer,volcanicash土moistlayer,volcanic_ash_soil moist layer / volcanicash土moistlayer,地质/土sediment,volcanicash土,
volcanic_ash_soil_moist_pile,volcanic_ash_soil moist pile,geology:soil_sediment,volcanic_ash_soil,moist,pile,CUTOUT,CUTOUT,False,False,none,PILE_LOW,pile,"0,0,0","1,0.25,1",top,True,False,6 (block) / 1 (layer/pile),,soft,soil,False,False,,NONE,,Low mound mesh; collision 0.25 height; blends edges,geology:soil_sediment;MOIST;shape:pile,volcanicash土moistpile,volcanic_ash_soil moist pile / volcanicash土moistpile,地质/土sediment,volcanicash土,
volcanic_ash_soil_rich_block,volcanic_ash_soil rich block,geology:soil_sediment,volcanic_ash_soil,rich,block,OPAQUE,OPAQUE,False,True,full,CUBE,full,"0,0,0","1,1,1",,False,False,6 (block) / 1 (layer/pile),,soft,soil,False,False,,NONE,,Axis-aligned cube; face culling; collision = full cube,geology:soil_sediment;RICH;shape:block,volcanicash土rich块,volcanic_ash_soil rich block / volcanicash土rich块,地质/土sediment,volcanicash土,
volcanic_ash_soil_rich_layer,volcanic_ash_soil rich layer,geology:soil_sediment,volcanic_ash_soil,rich,layer,CUTOUT,CUTOUT,False,False,none,LAYERED_1_8,layered,"0,0,0","1,(layers/8),1",top,True,False,6 (block) / 1 (layer/pile),layers(1-8),soft,soil,False,False,,NONE,,Layered mesh: 1–8 layers; height = n/8; like snow,geology:soil_sediment;RICH;shape:layer,volcanicash土richlayer,volcanic_ash_soil rich layer / volcanicash土richlayer,地质/土sediment,volcanicash土,
volcanic_ash_soil_rich_pile,volcanic_ash_soil rich pile,geology:soil_sediment,volcanic_ash_soil,rich,pile,CUTOUT,CUTOUT,False,False,none,PILE_LOW,pile,"0,0,0","1,0.25,1",top,True,False,6 (block) / 1 (layer/pile),,soft,soil,False,False,,NONE,,Low mound mesh; collision 0.25 height; blends edges,geology:soil_sediment;RICH;shape:pile,volcanicash土richpile,volcanic_ash_soil rich pile / volcanicash土richpile,地质/土sediment,volcanicash土,
volcanic_ash_soil_compacted_block,volcanic_ash_soil compacted block,geology:soil_sediment,volcanic_ash_soil,compacted,block,OPAQUE,OPAQUE,False,True,full,CUBE,full,"0,0,0","1,1,1",,False,False,6 (block) / 1 (layer/pile),,soft,soil,False,False,,NONE,,Axis-aligned cube; face culling; collision = full cube,geology:soil_sediment;COMPACTED;shape:block,volcanicash土compacted块,volcanic_ash_soil compacted block / volcanicash土compacted块,地质/土sediment,volcanicash土,
volcanic_ash_soil_compacted_layer,volcanic_ash_soil compacted layer,geology:soil_sediment,volcanic_ash_soil,compacted,layer,CUTOUT,CUTOUT,False,False,none,LAYERED_1_8,layered,"0,0,0","1,(layers/8),1",top,True,False,6 (block) / 1 (layer/pile),layers(1-8),soft,soil,False,False,,NONE,,Layered mesh: 1–8 layers; height = n/8; like snow,geology:soil_sediment;COMPACTED;shape:layer,volcanicash土compactedlayer,volcanic_ash_soil compacted layer / volcanicash土compactedlayer,地质/土sediment,volcanicash土,
volcanic_ash_soil_compacted_pile,volcanic_ash_soil compacted pile,geology:soil_sediment,volcanic_ash_soil,compacted,pile,CUTOUT,CUTOUT,False,False,none,PILE_LOW,pile,"0,0,0","1,0.25,1",top,True,False,6 (block) / 1 (layer/pile),,soft,soil,False,False,,NONE,,Low mound mesh; collision 0.25 height; blends edges,geology:soil_sediment;COMPACTED;shape:pile,volcanicash土compactedpile,volcanic_ash_soil compacted pile / volcanicash土compactedpile,地质/土sediment,volcanicash土,
mangrove_mud_dry_block,mangrove_mud dry block,geology:soil_sediment,mangrove_mud,dry,block,OPAQUE,OPAQUE,False,True,full,CUBE,full,"0,0,0","1,1,1",,False,False,6 (block) / 1 (layer/pile),,soft,soil,False,False,,NONE,,Axis-aligned cube; face culling; collision = full cube,geology:soil_sediment;DRY;shape:block,红树林泥干块,mangrove_mud dry block / 红树林泥干块,地质/土sediment,红树林泥,干
mangrove_mud_dry_layer,mangrove_mud dry layer,geology:soil_sediment,mangrove_mud,dry,layer,CUTOUT,CUTOUT,False,False,none,LAYERED_1_8,layered,"0,0,0","1,(layers/8),1",top,True,False,6 (block) / 1 (layer/pile),layers(1-8),soft,soil,False,False,,NONE,,Layered mesh: 1–8 layers; height = n/8; like snow,geology:soil_sediment;DRY;shape:layer,红树林泥干layer,mangrove_mud dry layer / 红树林泥干layer,地质/土sediment,红树林泥,干
mangrove_mud_dry_pile,mangrove_mud dry pile,geology:soil_sediment,mangrove_mud,dry,pile,CUTOUT,CUTOUT,False,False,none,PILE_LOW,pile,"0,0,0","1,0.25,1",top,True,False,6 (block) / 1 (layer/pile),,soft,soil,False,False,,NONE,,Low mound mesh; collision 0.25 height; blends edges,geology:soil_sediment;DRY;shape:pile,红树林泥干pile,mangrove_mud dry pile / 红树林泥干pile,地质/土sediment,红树林泥,干
mangrove_mud_moist_block,mangrove_mud moist block,geology:soil_sediment,mangrove_mud,moist,block,OPAQUE,OPAQUE,False,True,full,CUBE,full,"0,0,0","1,1,1",,False,False,6 (block) / 1 (layer/pile),,soft,soil,False,False,,NONE,,Axis-aligned cube; face culling; collision = full cube,geology:soil_sediment;MOIST;shape:block,红树林泥moist块,mangrove_mud moist block / 红树林泥moist块,地质/土sediment,红树林泥,
mangrove_mud_moist_layer,mangrove_mud moist layer,geology:soil_sediment,mangrove_mud,moist,layer,CUTOUT,CUTOUT,False,False,none,LAYERED_1_8,layered,"0,0,0","1,(layers/8),1",top,True,False,6 (block) / 1 (layer/pile),layers(1-8),soft,soil,False,False,,NONE,,Layered mesh: 1–8 layers; height = n/8; like snow,geology:soil_sediment;MOIST;shape:layer,红树林泥moistlayer,mangrove_mud moist layer / 红树林泥moistlayer,地质/土sediment,红树林泥,
mangrove_mud_moist_pile,mangrove_mud moist pile,geology:soil_sediment,mangrove_mud,moist,pile,CUTOUT,CUTOUT,False,False,none,PILE_LOW,pile,"0,0,0","1,0.25,1",top,True,False,6 (block) / 1 (layer/pile),,soft,soil,False,False,,NONE,,Low mound mesh; collision 0.25 height; blends edges,geology:soil_sediment;MOIST;shape:pile,红树林泥moistpile,mangrove_mud moist pile / 红树林泥moistpile,地质/土sediment,红树林泥,
mangrove_mud_rich_block,mangrove_mud rich block,geology:soil_sediment,mangrove_mud,rich,block,OPAQUE,OPAQUE,False,True,full,CUBE,full,"0,0,0","1,1,1",,False,False,6 (block) / 1 (layer/pile),,soft,soil,False,False,,NONE,,Axis-aligned cube; face culling; collision = full cube,geology:soil_sediment;RICH;shape:block,红树林泥rich块,mangrove_mud rich block / 红树林泥rich块,地质/土sediment,红树林泥,
mangrove_mud_rich_layer,mangrove_mud rich layer,geology:soil_sediment,mangrove_mud,rich,layer,CUTOUT,CUTOUT,False,False,none,LAYERED_1_8,layered,"0,0,0","1,(layers/8),1",top,True,False,6 (block) / 1 (layer/pile),layers(1-8),soft,soil,False,False,,NONE,,Layered mesh: 1–8 layers; height = n/8; like snow,geology:soil_sediment;RICH;shape:layer,红树林泥richlayer,mangrove_mud rich layer / 红树林泥richlayer,地质/土sediment,红树林泥,
mangrove_mud_rich_pile,mangrove_mud rich pile,geology:soil_sediment,mangrove_mud,rich,pile,CUTOUT,CUTOUT,False,False,none,PILE_LOW,pile,"0,0,0","1,0.25,1",top,True,False,6 (block) / 1 (layer/pile),,soft,soil,False,False,,NONE,,Low mound mesh; collision 0.25 height; blends edges,geology:soil_sediment;RICH;shape:pile,红树林泥richpile,mangrove_mud rich pile / 红树林泥richpile,地质/土sediment,红树林泥,
mangrove_mud_compacted_block,mangrove_mud compacted block,geology:soil_sediment,mangrove_mud,compacted,block,OPAQUE,OPAQUE,False,True,full,CUBE,full,"0,0,0","1,1,1",,False,False,6 (block) / 1 (layer/pile),,soft,soil,False,False,,NONE,,Axis-aligned cube; face culling; collision = full cube,geology:soil_sediment;COMPACTED;shape:block,红树林泥compacted块,mangrove_mud compacted block / 红树林泥compacted块,地质/土sediment,红树林泥,
mangrove_mud_compacted_layer,mangrove_mud compacted layer,geology:soil_sediment,mangrove_mud,compacted,layer,CUTOUT,CUTOUT,False,False,none,LAYERED_1_8,layered,"0,0,0","1,(layers/8),1",top,True,False,6 (block) / 1 (layer/pile),layers(1-8),soft,soil,False,False,,NONE,,Layered mesh: 1–8 layers; height = n/8; like snow,geology:soil_sediment;COMPACTED;shape:layer,红树林泥compactedlayer,mangrove_mud compacted layer / 红树林泥compactedlayer,地质/土sediment,红树林泥,
mangrove_mud_compacted_pile,mangrove_mud compacted pile,geology:soil_sediment,mangrove_mud,compacted,pile,CUTOUT,CUTOUT,False,False,none,PILE_LOW,pile,"0,0,0","1,0.25,1",top,True,False,6 (block) / 1 (layer/pile),,soft,soil,False,False,,NONE,,Low mound mesh; collision 0.25 height; blends edges,geology:soil_sediment;COMPACTED;shape:pile,红树林泥compactedpile,mangrove_mud compacted pile / 红树林泥compactedpile,地质/土sediment,红树林泥,
alluvial_mud_dry_block,alluvial_mud dry block,geology:soil_sediment,alluvial_mud,dry,block,OPAQUE,OPAQUE,False,True,full,CUBE,full,"0,0,0","1,1,1",,False,False,6 (block) / 1 (layer/pile),,soft,soil,False,False,,NONE,,Axis-aligned cube; face culling; collision = full cube,geology:soil_sediment;DRY;shape:block,冲积泥干块,alluvial_mud dry block / 冲积泥干块,地质/土sediment,冲积泥,干
alluvial_mud_dry_layer,alluvial_mud dry layer,geology:soil_sediment,alluvial_mud,dry,layer,CUTOUT,CUTOUT,False,False,none,LAYERED_1_8,layered,"0,0,0","1,(layers/8),1",top,True,False,6 (block) / 1 (layer/pile),layers(1-8),soft,soil,False,False,,NONE,,Layered mesh: 1–8 layers; height = n/8; like snow,geology:soil_sediment;DRY;shape:layer,冲积泥干layer,alluvial_mud dry layer / 冲积泥干layer,地质/土sediment,冲积泥,干
alluvial_mud_dry_pile,alluvial_mud dry pile,geology:soil_sediment,alluvial_mud,dry,pile,CUTOUT,CUTOUT,False,False,none,PILE_LOW,pile,"0,0,0","1,0.25,1",top,True,False,6 (block) / 1 (layer/pile),,soft,soil,False,False,,NONE,,Low mound mesh; collision 0.25 height; blends edges,geology:soil_sediment;DRY;shape:pile,冲积泥干pile,alluvial_mud dry pile / 冲积泥干pile,地质/土sediment,冲积泥,干
alluvial_mud_moist_block,alluvial_mud moist block,geology:soil_sediment,alluvial_mud,moist,block,OPAQUE,OPAQUE,False,True,full,CUBE,full,"0,0,0","1,1,1",,False,False,6 (block) / 1 (layer/pile),,soft,soil,False,False,,NONE,,Axis-aligned cube; face culling; collision = full cube,geology:soil_sediment;MOIST;shape:block,冲积泥moist块,alluvial_mud moist block / 冲积泥moist块,地质/土sediment,冲积泥,
alluvial_mud_moist_layer,alluvial_mud moist layer,geology:soil_sediment,alluvial_mud,moist,layer,CUTOUT,CUTOUT,False,False,none,LAYERED_1_8,layered,"0,0,0","1,(layers/8),1",top,True,False,6 (block) / 1 (layer/pile),layers(1-8),soft,soil,False,False,,NONE,,Layered mesh: 1–8 layers; height = n/8; like snow,geology:soil_sediment;MOIST;shape:layer,冲积泥moistlayer,alluvial_mud moist layer / 冲积泥moistlayer,地质/土sediment,冲积泥,
alluvial_mud_moist_pile,alluvial_mud moist pile,geology:soil_sediment,alluvial_mud,moist,pile,CUTOUT,CUTOUT,False,False,none,PILE_LOW,pile,"0,0,0","1,0.25,1",top,True,False,6 (block) / 1 (layer/pile),,soft,soil,False,False,,NONE,,Low mound mesh; collision 0.25 height; blends edges,geology:soil_sediment;MOIST;shape:pile,冲积泥moistpile,alluvial_mud moist pile / 冲积泥moistpile,地质/土sediment,冲积泥,
alluvial_mud_rich_block,alluvial_mud rich block,geology:soil_sediment,alluvial_mud,rich,block,OPAQUE,OPAQUE,False,True,full,CUBE,full,"0,0,0","1,1,1",,False,False,6 (block) / 1 (layer/pile),,soft,soil,False,False,,NONE,,Axis-aligned cube; face culling; collision = full cube,geology:soil_sediment;RICH;shape:block,冲积泥rich块,alluvial_mud rich block / 冲积泥rich块,地质/土sediment,冲积泥,
alluvial_mud_rich_layer,alluvial_mud rich layer,geology:soil_sediment,alluvial_mud,rich,layer,CUTOUT,CUTOUT,False,False,none,LAYERED_1_8,layered,"0,0,0","1,(layers/8),1",top,True,False,6 (block) / 1 (layer/pile),layers(1-8),soft,soil,False,False,,NONE,,Layered mesh: 1–8 layers; height = n/8; like snow,geology:soil_sediment;RICH;shape:layer,冲积泥richlayer,alluvial_mud rich layer / 冲积泥richlayer,地质/土sediment,冲积泥,
alluvial_mud_rich_pile,alluvial_mud rich pile,geology:soil_sediment,alluvial_mud,rich,pile,CUTOUT,CUTOUT,False,False,none,PILE_LOW,pile,"0,0,0","1,0.25,1",top,True,False,6 (block) / 1 (layer/pile),,soft,soil,False,False,,NONE,,Low mound mesh; collision 0.25 height; blends edges,geology:soil_sediment;RICH;shape:pile,冲积泥richpile,alluvial_mud rich pile / 冲积泥richpile,地质/土sediment,冲积泥,
alluvial_mud_compacted_block,alluvial_mud compacted block,geology:soil_sediment,alluvial_mud,compacted,block,OPAQUE,OPAQUE,False,True,full,CUBE,full,"0,0,0","1,1,1",,False,False,6 (block) / 1 (layer/pile),,soft,soil,False,False,,NONE,,Axis-aligned cube; face culling; collision = full cube,geology:soil_sediment;COMPACTED;shape:block,冲积泥compacted块,alluvial_mud compacted block / 冲积泥compacted块,地质/土sediment,冲积泥,
alluvial_mud_compacted_layer,alluvial_mud compacted layer,geology:soil_sediment,alluvial_mud,compacted,layer,CUTOUT,CUTOUT,False,False,none,LAYERED_1_8,layered,"0,0,0","1,(layers/8),1",top,True,False,6 (block) / 1 (layer/pile),layers(1-8),soft,soil,False,False,,NONE,,Layered mesh: 1–8 layers; height = n/8; like snow,geology:soil_sediment;COMPACTED;shape:layer,冲积泥compactedlayer,alluvial_mud compacted layer / 冲积泥compactedlayer,地质/土sediment,冲积泥,
alluvial_mud_compacted_pile,alluvial_mud compacted pile,geology:soil_sediment,alluvial_mud,compacted,pile,CUTOUT,CUTOUT,False,False,none,PILE_LOW,pile,"0,0,0","1,0.25,1",top,True,False,6 (block) / 1 (layer/pile),,soft,soil,False,False,,NONE,,Low mound mesh; collision 0.25 height; blends edges,geology:soil_sediment;COMPACTED;shape:pile,冲积泥compactedpile,alluvial_mud compacted pile / 冲积泥compactedpile,地质/土sediment,冲积泥,
black_soil_dry_block,black_soil dry block,geology:soil_sediment,black_soil,dry,block,OPAQUE,OPAQUE,False,True,full,CUBE,full,"0,0,0","1,1,1",,False,False,6 (block) / 1 (layer/pile),,soft,soil,False,False,,NONE,,Axis-aligned cube; face culling; collision = full cube,geology:soil_sediment;DRY;shape:block,黑土干块,black_soil dry block / 黑土干块,地质/土sediment,黑土,干
black_soil_dry_layer,black_soil dry layer,geology:soil_sediment,black_soil,dry,layer,CUTOUT,CUTOUT,False,False,none,LAYERED_1_8,layered,"0,0,0","1,(layers/8),1",top,True,False,6 (block) / 1 (layer/pile),layers(1-8),soft,soil,False,False,,NONE,,Layered mesh: 1–8 layers; height = n/8; like snow,geology:soil_sediment;DRY;shape:layer,黑土干layer,black_soil dry layer / 黑土干layer,地质/土sediment,黑土,干
black_soil_dry_pile,black_soil dry pile,geology:soil_sediment,black_soil,dry,pile,CUTOUT,CUTOUT,False,False,none,PILE_LOW,pile,"0,0,0","1,0.25,1",top,True,False,6 (block) / 1 (layer/pile),,soft,soil,False,False,,NONE,,Low mound mesh; collision 0.25 height; blends edges,geology:soil_sediment;DRY;shape:pile,黑土干pile,black_soil dry pile / 黑土干pile,地质/土sediment,黑土,干
black_soil_moist_block,black_soil moist block,geology:soil_sediment,black_soil,moist,block,OPAQUE,OPAQUE,False,True,full,CUBE,full,"0,0,0","1,1,1",,False,False,6 (block) / 1 (layer/pile),,soft,soil,False,False,,NONE,,Axis-aligned cube; face culling; collision = full cube,geology:soil_sediment;MOIST;shape:block,黑土moist块,black_soil moist block / 黑土moist块,地质/土sediment,黑土,
black_soil_moist_layer,black_soil moist layer,geology:soil_sediment,black_soil,moist,layer,CUTOUT,CUTOUT,False,False,none,LAYERED_1_8,layered,"0,0,0","1,(layers/8),1",top,True,False,6 (block) / 1 (layer/pile),layers(1-8),soft,soil,False,False,,NONE,,Layered mesh: 1–8 layers; height = n/8; like snow,geology:soil_sediment;MOIST;shape:layer,黑土moistlayer,black_soil moist layer / 黑土moistlayer,地质/土sediment,黑土,
black_soil_moist_pile,black_soil moist pile,geology:soil_sediment,black_soil,moist,pile,CUTOUT,CUTOUT,False,False,none,PILE_LOW,pile,"0,0,0","1,0.25,1",top,True,False,6 (block) / 1 (layer/pile),,soft,soil,False,False,,NONE,,Low mound mesh; collision 0.25 height; blends edges,geology:soil_sediment;MOIST;shape:pile,黑土moistpile,black_soil moist pile / 黑土moistpile,地质/土sediment,黑土,
black_soil_rich_block,black_soil rich block,geology:soil_sediment,black_soil,rich,block,OPAQUE,OPAQUE,False,True,full,CUBE,full,"0,0,0","1,1,1",,False,False,6 (block) / 1 (layer/pile),,soft,soil,False,False,,NONE,,Axis-aligned cube; face culling; collision = full cube,geology:soil_sediment;RICH;shape:block,黑土rich块,black_soil rich block / 黑土rich块,地质/土sediment,黑土,
black_soil_rich_layer,black_soil rich layer,geology:soil_sediment,black_soil,rich,layer,CUTOUT,CUTOUT,False,False,none,LAYERED_1_8,layered,"0,0,0","1,(layers/8),1",top,True,False,6 (block) / 1 (layer/pile),layers(1-8),soft,soil,False,False,,NONE,,Layered mesh: 1–8 layers; height = n/8; like snow,geology:soil_sediment;RICH;shape:layer,黑土richlayer,black_soil rich layer / 黑土richlayer,地质/土sediment,黑土,
black_soil_rich_pile,black_soil rich pile,geology:soil_sediment,black_soil,rich,pile,CUTOUT,CUTOUT,False,False,none,PILE_LOW,pile,"0,0,0","1,0.25,1",top,True,False,6 (block) / 1 (layer/pile),,soft,soil,False,False,,NONE,,Low mound mesh; collision 0.25 height; blends edges,geology:soil_sediment;RICH;shape:pile,黑土richpile,black_soil rich pile / 黑土richpile,地质/土sediment,黑土,
black_soil_compacted_block,black_soil compacted block,geology:soil_sediment,black_soil,compacted,block,OPAQUE,OPAQUE,False,True,full,CUBE,full,"0,0,0","1,1,1",,False,False,6 (block) / 1 (layer/pile),,soft,soil,False,False,,NONE,,Axis-aligned cube; face culling; collision = full cube,geology:soil_sediment;COMPACTED;shape:block,黑土compacted块,black_soil compacted block / 黑土compacted块,地质/土sediment,黑土,
black_soil_compacted_layer,black_soil compacted layer,geology:soil_sediment,black_soil,compacted,layer,CUTOUT,CUTOUT,False,False,none,LAYERED_1_8,layered,"0,0,0","1,(layers/8),1",top,True,False,6 (block) / 1 (layer/pile),layers(1-8),soft,soil,False,False,,NONE,,Layered mesh: 1–8 layers; height = n/8; like snow,geology:soil_sediment;COMPACTED;shape:layer,黑土compactedlayer,black_soil compacted layer / 黑土compactedlayer,地质/土sediment,黑土,
black_soil_compacted_pile,black_soil compacted pile,geology:soil_sediment,black_soil,compacted,pile,CUTOUT,CUTOUT,False,False,none,PILE_LOW,pile,"0,0,0","1,0.25,1",top,True,False,6 (block) / 1 (layer/pile),,soft,soil,False,False,,NONE,,Low mound mesh; collision 0.25 height; blends edges,geology:soil_sediment;COMPACTED;shape:pile,黑土compactedpile,black_soil compacted pile / 黑土compactedpile,地质/土sediment,黑土,
white_clay_dry_block,white_clay dry block,geology:soil_sediment,white_clay,dry,block,OPAQUE,OPAQUE,False,True,full,CUBE,full,"0,0,0","1,1,1",,False,False,6 (block) / 1 (layer/pile),,soft,soil,False,False,,NONE,,Axis-aligned cube; face culling; collision = full cube,geology:soil_sediment;DRY;shape:block,白黏土干块,white_clay dry block / 白黏土干块,地质/土sediment,白黏土,干
white_clay_dry_layer,white_clay dry layer,geology:soil_sediment,white_clay,dry,layer,CUTOUT,CUTOUT,False,False,none,LAYERED_1_8,layered,"0,0,0","1,(layers/8),1",top,True,False,6 (block) / 1 (layer/pile),layers(1-8),soft,soil,False,False,,NONE,,Layered mesh: 1–8 layers; height = n/8; like snow,geology:soil_sediment;DRY;shape:layer,白黏土干layer,white_clay dry layer / 白黏土干layer,地质/土sediment,白黏土,干
white_clay_dry_pile,white_clay dry pile,geology:soil_sediment,white_clay,dry,pile,CUTOUT,CUTOUT,False,False,none,PILE_LOW,pile,"0,0,0","1,0.25,1",top,True,False,6 (block) / 1 (layer/pile),,soft,soil,False,False,,NONE,,Low mound mesh; collision 0.25 height; blends edges,geology:soil_sediment;DRY;shape:pile,白黏土干pile,white_clay dry pile / 白黏土干pile,地质/土sediment,白黏土,干
white_clay_moist_block,white_clay moist block,geology:soil_sediment,white_clay,moist,block,OPAQUE,OPAQUE,False,True,full,CUBE,full,"0,0,0","1,1,1",,False,False,6 (block) / 1 (layer/pile),,soft,soil,False,False,,NONE,,Axis-aligned cube; face culling; collision = full cube,geology:soil_sediment;MOIST;shape:block,白黏土moist块,white_clay moist block / 白黏土moist块,地质/土sediment,白黏土,
white_clay_moist_layer,white_clay moist layer,geology:soil_sediment,white_clay,moist,layer,CUTOUT,CUTOUT,False,False,none,LAYERED_1_8,layered,"0,0,0","1,(layers/8),1",top,True,False,6 (block) / 1 (layer/pile),layers(1-8),soft,soil,False,False,,NONE,,Layered mesh: 1–8 layers; height = n/8; like snow,geology:soil_sediment;MOIST;shape:layer,白黏土moistlayer,white_clay moist layer / 白黏土moistlayer,地质/土sediment,白黏土,
white_clay_moist_pile,white_clay moist pile,geology:soil_sediment,white_clay,moist,pile,CUTOUT,CUTOUT,False,False,none,PILE_LOW,pile,"0,0,0","1,0.25,1",top,True,False,6 (block) / 1 (layer/pile),,soft,soil,False,False,,NONE,,Low mound mesh; collision 0.25 height; blends edges,geology:soil_sediment;MOIST;shape:pile,白黏土moistpile,white_clay moist pile / 白黏土moistpile,地质/土sediment,白黏土,
