block_id,display_name,category,material,variant,shape,render_bucket,alpha_mode,needs_sorting,occludes,occlusion_mode,mesh_profile,collision_kind,aabb_min,aabb_max,attach_faces,requires_support,double_sided,tex_layers,state_params,hardness_class,sound_class,flammable,requires_water,tint_mode,growth_rule_id,growth_params_json,mesh_notes,tags
calcrete_tiles_stairs,calcrete tiles stairs,geology:regolith,calcrete,tiles,stairs,OPAQUE,OPAQUE,false,True,partial,STAIRS,stairs,,,,false,false,6 (one per face),orientation,hard,stone,false,false,,NONE,,Procedural stair mesh (8 subcubes) or block-model; needs orientation,geology:regolith;TILES;shape:stairs
calcrete_tiles_wall,calcrete tiles wall,geology:regolith,calcrete,tiles,wall,OPAQUE,OPAQUE,false,True,partial,WALL,wall,,,,false,false,6 (one per face),orientation,hard,stone,false,false,,NONE,,Procedural wall posts+connections; neighbor-aware,geology:regolith;TILES;shape:wall
calcrete_tiles_pillar,calcrete tiles pillar,geology:regolith,calcrete,tiles,pillar,OPAQUE,OPAQUE,false,True,partial,PILLAR,full,"0,0,0","1,1,1",,false,false,6 (one per face),orientation,hard,stone,false,false,,NONE,,CUBE with column texture mapping; optional axis rotation,geology:regolith;TILES;shape:pillar
calcrete_tiles_rubble,calcrete tiles rubble,geology:regolith,calcrete,tiles,rubble,CUTOUT,CUTOUT,false,False,none,RUBBLE,rubble,"0,0,0","1,0.35,1",,false,false,6 (one per face),,soft,stone,false,false,,NONE,,Low-profile irregular mesh; collision approx 0.25–0.5 height,geology:regolith;TILES;shape:rubble
calcrete_chiseled_block,calcrete chiseled block,geology:regolith,calcrete,chiseled,block,OPAQUE,OPAQUE,false,True,full,CUBE,full,"0,0,0","1,1,1",,false,false,6 (one per face),,hard,stone,false,false,,NONE,,Axis-aligned cube; face culling; collision = full cube,geology:regolith;CHISELED;shape:block
calcrete_chiseled_slab,calcrete chiseled slab,geology:regolith,calcrete,chiseled,slab,OPAQUE,OPAQUE,false,True,partial,SLAB_HALF,slab,"0,0,0","1,0.5,1",,false,false,6 (one per face),,hard,stone,false,false,,NONE,,Procedural: cube with height=0.5; supports top/bottom placement,geology:regolith;CHISELED;shape:slab
calcrete_chiseled_stairs,calcrete chiseled stairs,geology:regolith,calcrete,chiseled,stairs,OPAQUE,OPAQUE,false,True,partial,STAIRS,stairs,,,,false,false,6 (one per face),orientation,hard,stone,false,false,,NONE,,Procedural stair mesh (8 subcubes) or block-model; needs orientation,geology:regolith;CHISELED;shape:stairs
calcrete_chiseled_wall,calcrete chiseled wall,geology:regolith,calcrete,chiseled,wall,OPAQUE,OPAQUE,false,True,partial,WALL,wall,,,,false,false,6 (one per face),orientation,hard,stone,false,false,,NONE,,Procedural wall posts+connections; neighbor-aware,geology:regolith;CHISELED;shape:wall
calcrete_chiseled_pillar,calcrete chiseled pillar,geology:regolith,calcrete,chiseled,pillar,OPAQUE,OPAQUE,false,True,partial,PILLAR,full,"0,0,0","1,1,1",,false,false,6 (one per face),orientation,hard,stone,false,false,,NONE,,CUBE with column texture mapping; optional axis rotation,geology:regolith;CHISELED;shape:pillar
calcrete_chiseled_rubble,calcrete chiseled rubble,geology:regolith,calcrete,chiseled,rubble,CUTOUT,CUTOUT,false,False,none,RUBBLE,rubble,"0,0,0","1,0.35,1",,false,false,6 (one per face),,soft,stone,false,false,,NONE,,Low-profile irregular mesh; collision approx 0.25–0.5 height,geology:regolith;CHISELED;shape:rubble
duricrust_raw_block,duricrust raw block,geology:regolith,duricrust,raw,block,OPAQUE,OPAQUE,false,True,full,CUBE,full,"0,0,0","1,1,1",,false,false,6 (one per face),,hard,stone,false,false,,NONE,,Axis-aligned cube; face culling; collision = full cube,geology:regolith;RAW;shape:block
duricrust_raw_slab,duricrust raw slab,geology:regolith,duricrust,raw,slab,OPAQUE,OPAQUE,false,True,partial,SLAB_HALF,slab,"0,0,0","1,0.5,1",,false,false,6 (one per face),,hard,stone,false,false,,NONE,,Procedural: cube with height=0.5; supports top/bottom placement,geology:regolith;RAW;shape:slab
duricrust_raw_stairs,duricrust raw stairs,geology:regolith,duricrust,raw,stairs,OPAQUE,OPAQUE,false,True,partial,STAIRS,stairs,,,,false,false,6 (one per face),orientation,hard,stone,false,false,,NONE,,Procedural stair mesh (8 subcubes) or block-model; needs orientation,geology:regolith;RAW;shape:stairs
duricrust_raw_wall,duricrust raw wall,geology:regolith,duricrust,raw,wall,OPAQUE,OPAQUE,false,True,partial,WALL,wall,,,,false,false,6 (one per face),orientation,hard,stone,false,false,,NONE,,Procedural wall posts+connections; neighbor-aware,geology:regolith;RAW;shape:wall
duricrust_raw_pillar,duricrust raw pillar,geology:regolith,duricrust,raw,pillar,OPAQUE,OPAQUE,false,True,partial,PILLAR,full,"0,0,0","1,1,1",,false,false,6 (one per face),orientation,hard,stone,false,false,,NONE,,CUBE with column texture mapping; optional axis rotation,geology:regolith;RAW;shape:pillar
duricrust_raw_rubble,duricrust raw rubble,geology:regolith,duricrust,raw,rubble,CUTOUT,CUTOUT,false,False,none,RUBBLE,rubble,"0,0,0","1,0.35,1",,false,false,6 (one per face),,soft,stone,false,false,,NONE,,Low-profile irregular mesh; collision approx 0.25–0.5 height,geology:regolith;RAW;shape:rubble
duricrust_fractured_block,duricrust fractured block,geology:regolith,duricrust,fractured,block,OPAQUE,OPAQUE,false,True,full,CUBE,full,"0,0,0","1,1,1",,false,false,6 (one per face),,hard,stone,false,false,,NONE,,Axis-aligned cube; face culling; collision = full cube,geology:regolith;FRACTURED;shape:block
duricrust_fractured_slab,duricrust fractured slab,geology:regolith,duricrust,fractured,slab,OPAQUE,OPAQUE,false,True,partial,SLAB_HALF,slab,"0,0,0","1,0.5,1",,false,false,6 (one per face),,hard,stone,false,false,,NONE,,Procedural: cube with height=0.5; supports top/bottom placement,geology:regolith;FRACTURED;shape:slab
duricrust_fractured_stairs,duricrust fractured stairs,geology:regolith,duricrust,fractured,stairs,OPAQUE,OPAQUE,false,True,partial,STAIRS,stairs,,,,false,false,6 (one per face),orientation,hard,stone,false,false,,NONE,,Procedural stair mesh (8 subcubes) or block-model; needs orientation,geology:regolith;FRACTURED;shape:stairs
duricrust_fractured_wall,duricrust fractured wall,geology:regolith,duricrust,fractured,wall,OPAQUE,OPAQUE,false,True,partial,WALL,wall,,,,false,false,6 (one per face),orientation,hard,stone,false,false,,NONE,,Procedural wall posts+connections; neighbor-aware,geology:regolith;FRACTURED;shape:wall
duricrust_fractured_pillar,duricrust fractured pillar,geology:regolith,duricrust,fractured,pillar,OPAQUE,OPAQUE,false,True,partial,PILLAR,full,"0,0,0","1,1,1",,false,false,6 (one per face),orientation,hard,stone,false,false,,NONE,,CUBE with column texture mapping; optional axis rotation,geology:regolith;FRACTURED;shape:pillar
duricrust_fractured_rubble,duricrust fractured rubble,geology:regolith,duricrust,fractured,rubble,CUTOUT,CUTOUT,false,False,none,RUBBLE,rubble,"0,0,0","1,0.35,1",,false,false,6 (one per face),,soft,stone,false,false,,NONE,,Low-profile irregular mesh; collision approx 0.25–0.5 height,geology:regolith;FRACTURED;shape:rubble
duricrust_weathered_block,duricrust weathered block,geology:regolith,duricrust,weathered,block,OPAQUE,OPAQUE,false,True,full,CUBE,full,"0,0,0","1,1,1",,false,false,6 (one per face),,hard,stone,false,false,,NONE,,Axis-aligned cube; face culling; collision = full cube,geology:regolith;WEATHERED;shape:block
duricrust_weathered_slab,duricrust weathered slab,geology:regolith,duricrust,weathered,slab,OPAQUE,OPAQUE,false,True,partial,SLAB_HALF,slab,"0,0,0","1,0.5,1",,false,false,6 (one per face),,hard,stone,false,false,,NONE,,Procedural: cube with height=0.5; supports top/bottom placement,geology:regolith;WEATHERED;shape:slab
duricrust_weathered_stairs,duricrust weathered stairs,geology:regolith,duricrust,weathered,stairs,OPAQUE,OPAQUE,false,True,partial,STAIRS,stairs,,,,false,false,6 (one per face),orientation,hard,stone,false,false,,NONE,,Procedural stair mesh (8 subcubes) or block-model; needs orientation,geology:regolith;WEATHERED;shape:stairs
duricrust_weathered_wall,duricrust weathered wall,geology:regolith,duricrust,weathered,wall,OPAQUE,OPAQUE,false,True,partial,WALL,wall,,,,false,false,6 (one per face),orientation,hard,stone,false,false,,NONE,,Procedural wall posts+connections; neighbor-aware,geology:regolith;WEATHERED;shape:wall
duricrust_weathered_pillar,duricrust weathered pillar,geology:regolith,duricrust,weathered,pillar,OPAQUE,OPAQUE,false,True,partial,PILLAR,full,"0,0,0","1,1,1",,false,false,6 (one per face),orientation,hard,stone,false,false,,NONE,,CUBE with column texture mapping; optional axis rotation,geology:regolith;WEATHERED;shape:pillar
duricrust_weathered_rubble,duricrust weathered rubble,geology:regolith,duricrust,weathered,rubble,CUTOUT,CUTOUT,false,False,none,RUBBLE,rubble,"0,0,0","1,0.35,1",,false,false,6 (one per face),,soft,stone,false,false,,NONE,,Low-profile irregular mesh; collision approx 0.25–0.5 height,geology:regolith;WEATHERED;shape:rubble
duricrust_cobbled_block,duricrust cobbled block,geology:regolith,duricrust,cobbled,block,OPAQUE,OPAQUE,false,True,full,CUBE,full,"0,0,0","1,1,1",,false,false,6 (one per face),,hard,stone,false,false,,NONE,,Axis-aligned cube; face culling; collision = full cube,geology:regolith;COBBLED;shape:block
duricrust_cobbled_slab,duricrust cobbled slab,geology:regolith,duricrust,cobbled,slab,OPAQUE,OPAQUE,false,True,partial,SLAB_HALF,slab,"0,0,0","1,0.5,1",,false,false,6 (one per face),,hard,stone,false,false,,NONE,,Procedural: cube with height=0.5; supports top/bottom placement,geology:regolith;COBBLED;shape:slab
duricrust_cobbled_stairs,duricrust cobbled stairs,geology:regolith,duricrust,cobbled,stairs,OPAQUE,OPAQUE,false,True,partial,STAIRS,stairs,,,,false,false,6 (one per face),orientation,hard,stone,false,false,,NONE,,Procedural stair mesh (8 subcubes) or block-model; needs orientation,geology:regolith;COBBLED;shape:stairs
duricrust_cobbled_wall,duricrust cobbled wall,geology:regolith,duricrust,cobbled,wall,OPAQUE,OPAQUE,false,True,partial,WALL,wall,,,,false,false,6 (one per face),orientation,hard,stone,false,false,,NONE,,Procedural wall posts+connections; neighbor-aware,geology:regolith;COBBLED;shape:wall
duricrust_cobbled_pillar,duricrust cobbled pillar,geology:regolith,duricrust,cobbled,pillar,OPAQUE,OPAQUE,false,True,partial,PILLAR,full,"0,0,0","1,1,1",,false,false,6 (one per face),orientation,hard,stone,false,false,,NONE,,CUBE with column texture mapping; optional axis rotation,geology:regolith;COBBLED;shape:pillar
duricrust_cobbled_rubble,duricrust cobbled rubble,geology:regolith,duricrust,cobbled,rubble,CUTOUT,CUTOUT,false,False,none,RUBBLE,rubble,"0,0,0","1,0.35,1",,false,false,6 (one per face),,soft,stone,false,false,,NONE,,Low-profile irregular mesh; collision approx 0.25–0.5 height,geology:regolith;COBBLED;shape:rubble
duricrust_polished_block,duricrust polished block,geology:regolith,duricrust,polished,block,OPAQUE,OPAQUE,false,True,full,CUBE,full,"0,0,0","1,1,1",,false,false,6 (one per face),,hard,stone,false,false,,NONE,,Axis-aligned cube; face culling; collision = full cube,geology:regolith;POLISHED;shape:block
duricrust_polished_slab,duricrust polished slab,geology:regolith,duricrust,polished,slab,OPAQUE,OPAQUE,false,True,partial,SLAB_HALF,slab,"0,0,0","1,0.5,1",,false,false,6 (one per face),,hard,stone,false,false,,NONE,,Procedural: cube with height=0.5; supports top/bottom placement,geology:regolith;POLISHED;shape:slab
duricrust_polished_stairs,duricrust polished stairs,geology:regolith,duricrust,polished,stairs,OPAQUE,OPAQUE,false,True,partial,STAIRS,stairs,,,,false,false,6 (one per face),orientation,hard,stone,false,false,,NONE,,Procedural stair mesh (8 subcubes) or block-model; needs orientation,geology:regolith;POLISHED;shape:stairs
duricrust_polished_wall,duricrust polished wall,geology:regolith,duricrust,polished,wall,OPAQUE,OPAQUE,false,True,partial,WALL,wall,,,,false,false,6 (one per face),orientation,hard,stone,false,false,,NONE,,Procedural wall posts+connections; neighbor-aware,geology:regolith;POLISHED;shape:wall
duricrust_polished_pillar,duricrust polished pillar,geology:regolith,duricrust,polished,pillar,OPAQUE,OPAQUE,false,True,partial,PILLAR,full,"0,0,0","1,1,1",,false,false,6 (one per face),orientation,hard,stone,false,false,,NONE,,CUBE with column texture mapping; optional axis rotation,geology:regolith;POLISHED;shape:pillar
duricrust_polished_rubble,duricrust polished rubble,geology:regolith,duricrust,polished,rubble,CUTOUT,CUTOUT,false,False,none,RUBBLE,rubble,"0,0,0","1,0.35,1",,false,false,6 (one per face),,soft,stone,false,false,,NONE,,Low-profile irregular mesh; collision approx 0.25–0.5 height,geology:regolith;POLISHED;shape:rubble
duricrust_bricks_block,duricrust bricks block,geology:regolith,duricrust,bricks,block,OPAQUE,OPAQUE,false,True,full,CUBE,full,"0,0,0","1,1,1",,false,false,6 (one per face),,hard,stone,false,false,,NONE,,Axis-aligned cube; face culling; collision = full cube,geology:regolith;BRICKS;shape:block
duricrust_bricks_slab,duricrust bricks slab,geology:regolith,duricrust,bricks,slab,OPAQUE,OPAQUE,false,True,partial,SLAB_HALF,slab,"0,0,0","1,0.5,1",,false,false,6 (one per face),,hard,stone,false,false,,NONE,,Procedural: cube with height=0.5; supports top/bottom placement,geology:regolith;BRICKS;shape:slab
duricrust_bricks_stairs,duricrust bricks stairs,geology:regolith,duricrust,bricks,stairs,OPAQUE,OPAQUE,false,True,partial,STAIRS,stairs,,,,false,false,6 (one per face),orientation,hard,stone,false,false,,NONE,,Procedural stair mesh (8 subcubes) or block-model; needs orientation,geology:regolith;BRICKS;shape:stairs
duricrust_bricks_wall,duricrust bricks wall,geology:regolith,duricrust,bricks,wall,OPAQUE,OPAQUE,false,True,partial,WALL,wall,,,,false,false,6 (one per face),orientation,hard,stone,false,false,,NONE,,Procedural wall posts+connections; neighbor-aware,geology:regolith;BRICKS;shape:wall
duricrust_bricks_pillar,duricrust bricks pillar,geology:regolith,duricrust,bricks,pillar,OPAQUE,OPAQUE,false,True,partial,PILLAR,full,"0,0,0","1,1,1",,false,false,6 (one per face),orientation,hard,stone,false,false,,NONE,,CUBE with column texture mapping; optional axis rotation,geology:regolith;BRICKS;shape:pillar
duricrust_bricks_rubble,duricrust bricks rubble,geology:regolith,duricrust,bricks,rubble,CUTOUT,CUTOUT,false,False,none,RUBBLE,rubble,"0,0,0","1,0.35,1",,false,false,6 (one per face),,soft,stone,false,false,,NONE,,Low-profile irregular mesh; collision approx 0.25–0.5 height,geology:regolith;BRICKS;shape:rubble
duricrust_tiles_block,duricrust tiles block,geology:regolith,duricrust,tiles,block,OPAQUE,OPAQUE,false,True,full,CUBE,full,"0,0,0","1,1,1",,false,false,6 (one per face),,hard,stone,false,false,,NONE,,Axis-aligned cube; face culling; collision = full cube,geology:regolith;TILES;shape:block
duricrust_tiles_slab,duricrust tiles slab,geology:regolith,duricrust,tiles,slab,OPAQUE,OPAQUE,false,True,partial,SLAB_HALF,slab,"0,0,0","1,0.5,1",,false,false,6 (one per face),,hard,stone,false,false,,NONE,,Procedural: cube with height=0.5; supports top/bottom placement,geology:regolith;TILES;shape:slab
duricrust_tiles_stairs,duricrust tiles stairs,geology:regolith,duricrust,tiles,stairs,OPAQUE,OPAQUE,false,True,partial,STAIRS,stairs,,,,false,false,6 (one per face),orientation,hard,stone,false,false,,NONE,,Procedural stair mesh (8 subcubes) or block-model; needs orientation,geology:regolith;TILES;shape:stairs
duricrust_tiles_wall,duricrust tiles wall,geology:regolith,duricrust,tiles,wall,OPAQUE,OPAQUE,false,True,partial,WALL,wall,,,,false,false,6 (one per face),orientation,hard,stone,false,false,,NONE,,Procedural wall posts+connections; neighbor-aware,geology:regolith;TILES;shape:wall
duricrust_tiles_pillar,duricrust tiles pillar,geology:regolith,duricrust,tiles,pillar,OPAQUE,OPAQUE,false,True,partial,PILLAR,full,"0,0,0","1,1,1",,false,false,6 (one per face),orientation,hard,stone,false,false,,NONE,,CUBE with column texture mapping; optional axis rotation,geology:regolith;TILES;shape:pillar
duricrust_tiles_rubble,duricrust tiles rubble,geology:regolith,duricrust,tiles,rubble,CUTOUT,CUTOUT,false,False,none,RUBBLE,rubble,"0,0,0","1,0.35,1",,false,false,6 (one per face),,soft,stone,false,false,,NONE,,Low-profile irregular mesh; collision approx 0.25–0.5 height,geology:regolith;TILES;shape:rubble
duricrust_chiseled_block,duricrust chiseled block,geology:regolith,duricrust,chiseled,block,OPAQUE,OPAQUE,false,True,full,CUBE,full,"0,0,0","1,1,1",,false,false,6 (one per face),,hard,stone,false,false,,NONE,,Axis-aligned cube; face culling; collision = full cube,geology:regolith;CHISELED;shape:block
duricrust_chiseled_slab,duricrust chiseled slab,geology:regolith,duricrust,chiseled,slab,OPAQUE,OPAQUE,false,True,partial,SLAB_HALF,slab,"0,0,0","1,0.5,1",,false,false,6 (one per face),,hard,stone,false,false,,NONE,,Procedural: cube with height=0.5; supports top/bottom placement,geology:regolith;CHISELED;shape:slab
duricrust_chiseled_stairs,duricrust chiseled stairs,geology:regolith,duricrust,chiseled,stairs,OPAQUE,OPAQUE,false,True,partial,STAIRS,stairs,,,,false,false,6 (one per face),orientation,hard,stone,false,false,,NONE,,Procedural stair mesh (8 subcubes) or block-model; needs orientation,geology:regolith;CHISELED;shape:stairs
duricrust_chiseled_wall,duricrust chiseled wall,geology:regolith,duricrust,chiseled,wall,OPAQUE,OPAQUE,false,True,partial,WALL,wall,,,,false,false,6 (one per face),orientation,hard,stone,false,false,,NONE,,Procedural wall posts+connections; neighbor-aware,geology:regolith;CHISELED;shape:wall
duricrust_chiseled_pillar,duricrust chiseled pillar,geology:regolith,duricrust,chiseled,pillar,OPAQUE,OPAQUE,false,True,partial,PILLAR,full,"0,0,0","1,1,1",,false,false,6 (one per face),orientation,hard,stone,false,false,,NONE,,CUBE with column texture mapping; optional axis rotation,geology:regolith;CHISELED;shape:pillar
duricrust_chiseled_rubble,duricrust chiseled rubble,geology:regolith,duricrust,chiseled,rubble,CUTOUT,CUTOUT,false,False,none,RUBBLE,rubble,"0,0,0","1,0.35,1",,false,false,6 (one per face),,soft,stone,false,false,,NONE,,Low-profile irregular mesh; collision approx 0.25–0.5 height,geology:regolith;CHISELED;shape:rubble
sand_dry_block,sand dry block,geology:soil_sediment,sand,dry,block,OPAQUE,OPAQUE,false,True,full,CUBE,full,"0,0,0","1,1,1",,false,false,6 (block) / 1 (layer/pile),,soft,soil,false,false,,NONE,,Axis-aligned cube; face culling; collision = full cube,geology:soil_sediment;DRY;shape:block
sand_dry_layer,sand dry layer,geology:soil_sediment,sand,dry,layer,CUTOUT,CUTOUT,false,False,none,LAYERED_1_8,layered,"0,0,0","1,(layers/8),1",top,true,false,6 (block) / 1 (layer/pile),layers(1-8),soft,soil,false,false,,NONE,,Layered mesh: 1–8 layers; height = n/8; like snow,geology:soil_sediment;DRY;shape:layer
sand_dry_pile,sand dry pile,geology:soil_sediment,sand,dry,pile,CUTOUT,CUTOUT,false,False,none,PILE_LOW,pile,"0,0,0","1,0.25,1",top,true,false,6 (block) / 1 (layer/pile),,soft,soil,false,false,,NONE,,Low mound mesh; collision 0.25 height; blends edges,geology:soil_sediment;DRY;shape:pile
sand_moist_block,sand moist block,geology:soil_sediment,sand,moist,block,OPAQUE,OPAQUE,false,True,full,CUBE,full,"0,0,0","1,1,1",,false,false,6 (block) / 1 (layer/pile),,soft,soil,false,false,,NONE,,Axis-aligned cube; face culling; collision = full cube,geology:soil_sediment;MOIST;shape:block
sand_moist_layer,sand moist layer,geology:soil_sediment,sand,moist,layer,CUTOUT,CUTOUT,false,False,none,LAYERED_1_8,layered,"0,0,0","1,(layers/8),1",top,true,false,6 (block) / 1 (layer/pile),layers(1-8),soft,soil,false,false,,NONE,,Layered mesh: 1–8 layers; height = n/8; like snow,geology:soil_sediment;MOIST;shape:layer
sand_moist_pile,sand moist pile,geology:soil_sediment,sand,moist,pile,CUTOUT,CUTOUT,false,False,none,PILE_LOW,pile,"0,0,0","1,0.25,1",top,true,false,6 (block) / 1 (layer/pile),,soft,soil,false,false,,NONE,,Low mound mesh; collision 0.25 height; blends edges,geology:soil_sediment;MOIST;shape:pile
sand_rich_block,sand rich block,geology:soil_sediment,sand,rich,block,OPAQUE,OPAQUE,false,True,full,CUBE,full,"0,0,0","1,1,1",,false,false,6 (block) / 1 (layer/pile),,soft,soil,false,false,,NONE,,Axis-aligned cube; face culling; collision = full cube,geology:soil_sediment;RICH;shape:block
sand_rich_layer,sand rich layer,geology:soil_sediment,sand,rich,layer,CUTOUT,CUTOUT,false,False,none,LAYERED_1_8,layered,"0,0,0","1,(layers/8),1",top,true,false,6 (block) / 1 (layer/pile),layers(1-8),soft,soil,false,false,,NONE,,Layered mesh: 1–8 layers; height = n/8; like snow,geology:soil_sediment;RICH;shape:layer
sand_rich_pile,sand rich pile,geology:soil_sediment,sand,rich,pile,CUTOUT,CUTOUT,false,False,none,PILE_LOW,pile,"0,0,0","1,0.25,1",top,true,false,6 (block) / 1 (layer/pile),,soft,soil,false,false,,NONE,,Low mound mesh; collision 0.25 height; blends edges,geology:soil_sediment;RICH;shape:pile
sand_compacted_block,sand compacted block,geology:soil_sediment,sand,compacted,block,OPAQUE,OPAQUE,false,True,full,CUBE,full,"0,0,0","1,1,1",,false,false,6 (block) / 1 (layer/pile),,soft,soil,false,false,,NONE,,Axis-aligned cube; face culling; collision = full cube,geology:soil_sediment;COMPACTED;shape:block
sand_compacted_layer,sand compacted layer,geology:soil_sediment,sand,compacted,layer,CUTOUT,CUTOUT,false,False,none,LAYERED_1_8,layered,"0,0,0","1,(layers/8),1",top,true,false,6 (block) / 1 (layer/pile),layers(1-8),soft,soil,false,false,,NONE,,Layered mesh: 1–8 layers; height = n/8; like snow,geology:soil_sediment;COMPACTED;shape:layer
sand_compacted_pile,sand compacted pile,geology:soil_sediment,sand,compacted,pile,CUTOUT,CUTOUT,false,False,none,PILE_LOW,pile,"0,0,0","1,0.25,1",top,true,false,6 (block) / 1 (layer/pile),,soft,soil,false,false,,NONE,,Low mound mesh; collision 0.25 height; blends edges,geology:soil_sediment;COMPACTED;shape:pile
red_sand_dry_block,red_sand dry block,geology:soil_sediment,red_sand,dry,block,OPAQUE,OPAQUE,false,True,full,CUBE,full,"0,0,0","1,1,1",,false,false,6 (block) / 1 (layer/pile),,soft,soil,false,false,,NONE,,Axis-aligned cube; face culling; collision = full cube,geology:soil_sediment;DRY;shape:block
red_sand_dry_layer,red_sand dry layer,geology:soil_sediment,red_sand,dry,layer,CUTOUT,CUTOUT,false,False,none,LAYERED_1_8,layered,"0,0,0","1,(layers/8),1",top,true,false,6 (block) / 1 (layer/pile),layers(1-8),soft,soil,false,false,,NONE,,Layered mesh: 1–8 layers; height = n/8; like snow,geology:soil_sediment;DRY;shape:layer
red_sand_dry_pile,red_sand dry pile,geology:soil_sediment,red_sand,dry,pile,CUTOUT,CUTOUT,false,False,none,PILE_LOW,pile,"0,0,0","1,0.25,1",top,true,false,6 (block) / 1 (layer/pile),,soft,soil,false,false,,NONE,,Low mound mesh; collision 0.25 height; blends edges,geology:soil_sediment;DRY;shape:pile
red_sand_moist_block,red_sand moist block,geology:soil_sediment,red_sand,moist,block,OPAQUE,OPAQUE,false,True,full,CUBE,full,"0,0,0","1,1,1",,false,false,6 (block) / 1 (layer/pile),,soft,soil,false,false,,NONE,,Axis-aligned cube; face culling; collision = full cube,geology:soil_sediment;MOIST;shape:block
red_sand_moist_layer,red_sand moist layer,geology:soil_sediment,red_sand,moist,layer,CUTOUT,CUTOUT,false,False,none,LAYERED_1_8,layered,"0,0,0","1,(layers/8),1",top,true,false,6 (block) / 1 (layer/pile),layers(1-8),soft,soil,false,false,,NONE,,Layered mesh: 1–8 layers; height = n/8; like snow,geology:soil_sediment;MOIST;shape:layer
red_sand_moist_pile,red_sand moist pile,geology:soil_sediment,red_sand,moist,pile,CUTOUT,CUTOUT,false,False,none,PILE_LOW,pile,"0,0,0","1,0.25,1",top,true,false,6 (block) / 1 (layer/pile),,soft,soil,false,false,,NONE,,Low mound mesh; collision 0.25 height; blends edges,geology:soil_sediment;MOIST;shape:pile
red_sand_rich_block,red_sand rich block,geology:soil_sediment,red_sand,rich,block,OPAQUE,OPAQUE,false,True,full,CUBE,full,"0,0,0","1,1,1",,false,false,6 (block) / 1 (layer/pile),,soft,soil,false,false,,NONE,,Axis-aligned cube; face culling; collision = full cube,geology:soil_sediment;RICH;shape:block
red_sand_rich_layer,red_sand rich layer,geology:soil_sediment,red_sand,rich,layer,CUTOUT,CUTOUT,false,False,none,LAYERED_1_8,layered,"0,0,0","1,(layers/8),1",top,true,false,6 (block) / 1 (layer/pile),layers(1-8),soft,soil,false,false,,NONE,,Layered mesh: 1–8 layers; height = n/8; like snow,geology:soil_sediment;RICH;shape:layer
red_sand_rich_pile,red_sand rich pile,geology:soil_sediment,red_sand,rich,pile,CUTOUT,CUTOUT,false,False,none,PILE_LOW,pile,"0,0,0","1,0.25,1",top,true,false,6 (block) / 1 (layer/pile),,soft,soil,false,false,,NONE,,Low mound mesh; collision 0.25 height; blends edges,geology:soil_sediment;RICH;shape:pile
red_sand_compacted_block,red_sand compacted block,geology:soil_sediment,red_sand,compacted,block,OPAQUE,OPAQUE,false,True,full,CUBE,full,"0,0,0","1,1,1",,false,false,6 (block) / 1 (layer/pile),,soft,soil,false,false,,NONE,,Axis-aligned cube; face culling; collision = full cube,geology:soil_sediment;COMPACTED;shape:block
red_sand_compacted_layer,red_sand compacted layer,geology:soil_sediment,red_sand,compacted,layer,CUTOUT,CUTOUT,false,False,none,LAYERED_1_8,layered,"0,0,0","1,(layers/8),1",top,true,false,6 (block) / 1 (layer/pile),layers(1-8),soft,soil,false,false,,NONE,,Layered mesh: 1–8 layers; height = n/8; like snow,geology:soil_sediment;COMPACTED;shape:layer
red_sand_compacted_pile,red_sand compacted pile,geology:soil_sediment,red_sand,compacted,pile,CUTOUT,CUTOUT,false,False,none,PILE_LOW,pile,"0,0,0","1,0.25,1",top,true,false,6 (block) / 1 (layer/pile),,soft,soil,false,false,,NONE,,Low mound mesh; collision 0.25 height; blends edges,geology:soil_sediment;COMPACTED;shape:pile
gravel_dry_block,gravel dry block,geology:soil_sediment,gravel,dry,block,OPAQUE,OPAQUE,false,True,full,CUBE,full,"0,0,0","1,1,1",,false,false,6 (block) / 1 (layer/pile),,soft,soil,false,false,,NONE,,Axis-aligned cube; face culling; collision = full cube,geology:soil_sediment;DRY;shape:block
gravel_dry_layer,gravel dry layer,geology:soil_sediment,gravel,dry,layer,CUTOUT,CUTOUT,false,False,none,LAYERED_1_8,layered,"0,0,0","1,(layers/8),1",top,true,false,6 (block) / 1 (layer/pile),layers(1-8),soft,soil,false,false,,NONE,,Layered mesh: 1–8 layers; height = n/8; like snow,geology:soil_sediment;DRY;shape:layer
gravel_dry_pile,gravel dry pile,geology:soil_sediment,gravel,dry,pile,CUTOUT,CUTOUT,false,False,none,PILE_LOW,pile,"0,0,0","1,0.25,1",top,true,false,6 (block) / 1 (layer/pile),,soft,soil,false,false,,NONE,,Low mound mesh; collision 0.25 height; blends edges,geology:soil_sediment;DRY;shape:pile
gravel_moist_block,gravel moist block,geology:soil_sediment,gravel,moist,block,OPAQUE,OPAQUE,false,True,full,CUBE,full,"0,0,0","1,1,1",,false,false,6 (block) / 1 (layer/pile),,soft,soil,false,false,,NONE,,Axis-aligned cube; face culling; collision = full cube,geology:soil_sediment;MOIST;shape:block
gravel_moist_layer,gravel moist layer,geology:soil_sediment,gravel,moist,layer,CUTOUT,CUTOUT,false,False,none,LAYERED_1_8,layered,"0,0,0","1,(layers/8),1",top,true,false,6 (block) / 1 (layer/pile),layers(1-8),soft,soil,false,false,,NONE,,Layered mesh: 1–8 layers; height = n/8; like snow,geology:soil_sediment;MOIST;shape:layer
